1.8.3,host,BenchmarkThroughput/MaxPacket/1MB-8,100,19545009ns/op,53.65MB/s
1.8.3,host,BenchmarkThroughput/MaxPacket/2MB-8,50,31956285ns/op,65.63MB/s
1.8.3,host,BenchmarkThroughput/MaxPacket/4MB-8,20,55452197ns/op,75.64MB/s
1.8.3,host,BenchmarkThroughput/MaxPacket/8MB-8,20,103108684ns/op,81.36MB/s
1.8.3,host,BenchmarkThroughput/MaxPacket/16MB-8,5,201529529ns/op,83.25MB/s
1.8.3,host,BenchmarkThroughput/MaxPacket/32MB-8,3,389336310ns/op,86.18MB/s
1.8.3,host,BenchmarkThroughput/MaxPacket/64MB-8,2,724684880ns/op,92.60MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/1MB-8,100,20101188ns/op,52.16MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/2MB-8,50,31870376ns/op,65.80MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/4MB-8,20,57031359ns/op,73.54MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/8MB-8,10,106143304ns/op,79.03MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/16MB-8,10,195194195ns/op,85.95MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/32MB-8,3,375077703ns/op,89.46MB/s
1.8.3,host,BenchmarkThroughput/DynamicPacket/64MB-8,2,766809791ns/op,87.52MB/s
1.8.3,host,BenchmarkLatency/MaxPacket/200kbps-8,2,700375963ns/op
1.8.3,host,BenchmarkLatency/MaxPacket/500kbps-8,5,284539867ns/op
1.8.3,host,BenchmarkLatency/MaxPacket/1000kbps-8,10,146219718ns/op
1.8.3,host,BenchmarkLatency/MaxPacket/2000kbps-8,20,76813621ns/op
1.8.3,host,BenchmarkLatency/MaxPacket/5000kbps-8,50,35546680ns/op
1.8.3,host,BenchmarkLatency/DynamicPacket/200kbps-8,10,139586934ns/op
1.8.3,host,BenchmarkLatency/DynamicPacket/500kbps-8,20,60396558ns/op
1.8.3,host,BenchmarkLatency/DynamicPacket/1000kbps-8,50,33903251ns/op
1.8.3,host,BenchmarkLatency/DynamicPacket/2000kbps-8,100,20820032ns/op
1.8.3,host,BenchmarkLatency/DynamicPacket/5000kbps-8,100,13082893ns/op
1.8.3,host,crypto/tls,45.793s
