1.8.3,guest,BenchmarkThroughput/MaxPacket/1MB-4,100,21864176,ns/op,47.96,MB/s
1.8.3,guest,BenchmarkThroughput/MaxPacket/2MB-4,30,36544456,ns/op,57.39,MB/s
1.8.3,guest,BenchmarkThroughput/MaxPacket/4MB-4,20,64126807,ns/op,65.41,MB/s
1.8.3,guest,BenchmarkThroughput/MaxPacket/8MB-4,10,116256772,ns/op,72.16,MB/s
1.8.3,guest,BenchmarkThroughput/MaxPacket/16MB-4,5,224458658,ns/op,74.75,MB/s
1.8.3,guest,BenchmarkThroughput/MaxPacket/32MB-4,3,425961169,ns/op,78.77,MB/s
1.8.3,guest,BenchmarkThroughput/MaxPacket/64MB-4,2,883570568,ns/op,75.95,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/1MB-4,50,22533569,ns/op,46.53,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/2MB-4,30,35461053,ns/op,59.14,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/4MB-4,20,62287872,ns/op,67.34,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/8MB-4,10,116210157,ns/op,72.18,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/16MB-4,5,232094567,ns/op,72.29,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/32MB-4,3,447539635,ns/op,74.98,MB/s
1.8.3,guest,BenchmarkThroughput/DynamicPacket/64MB-4,2,864960271,ns/op,77.59,MB/s
1.8.3,guest,BenchmarkLatency/MaxPacket/200kbps-4,2,702550406,ns/op
1.8.3,guest,BenchmarkLatency/MaxPacket/500kbps-4,5,286846025,ns/op
1.8.3,guest,BenchmarkLatency/MaxPacket/1000kbps-4,10,148408634,ns/op
1.8.3,guest,BenchmarkLatency/MaxPacket/2000kbps-4,20,78110826,ns/op
1.8.3,guest,BenchmarkLatency/MaxPacket/5000kbps-4,50,37463155,ns/op
1.8.3,guest,BenchmarkLatency/DynamicPacket/200kbps-4,10,140550942,ns/op
1.8.3,guest,BenchmarkLatency/DynamicPacket/500kbps-4,20,62584919,ns/op
1.8.3,guest,BenchmarkLatency/DynamicPacket/1000kbps-4,50,35362306,ns/op
1.8.3,guest,BenchmarkLatency/DynamicPacket/2000kbps-4,50,22922794,ns/op
1.8.3,guest,BenchmarkLatency/DynamicPacket/5000kbps-4,100,15249655,ns/op
1.8.3,guest,crypto/tls,43.225,s
